"sim.ID","param.name","param.stat","param.stat.val"
"SIM_data_20200515_144221","n.sites","fixed_value",1350
"SIM_data_20200515_144221","n.timestep","fixed_value",50
"SIM_data_20200515_144221","alpha.fisher","fixed_value",1
"SIM_data_20200515_144221","nu.sim","fixed_value",0
"SIM_data_20200515_144221","JM","fixed_value",10232
"SIM_data_20200515_144221","W.r","fixed_value",0
"SIM_data_20200515_144221","area.m2","mean",1
"SIM_data_20200515_144221","JL","mean",7.57925925925926
"SIM_data_20200515_144221","Ef","mean",48.1874397192161
"SIM_data_20200515_144221","Ef.specificity","mean",0
"SIM_data_20200515_144221","IL","mean",6.57925925925926
"SIM_data_20200515_144221","m","mean",0.5
"SIM_data_20200515_144221","area.m2","sd",0
"SIM_data_20200515_144221","JL","sd",4.18254866236084
"SIM_data_20200515_144221","Ef","sd",21.2845772719765
"SIM_data_20200515_144221","Ef.specificity","sd",0
"SIM_data_20200515_144221","IL","sd",4.18254866236084
"SIM_data_20200515_144221","m","sd",0
"SIM_data_20200515_144221","trait.dispersal","mean",1
"SIM_data_20200515_144221","trait.Ef","mean",70.557599092191
"SIM_data_20200515_144221","trait.Ef.sd","mean",18.877633445507
"SIM_data_20200515_144221","regional.RA","mean",0.00980392156862745
"SIM_data_20200515_144221","trait.dispersal","sd",0
"SIM_data_20200515_144221","trait.Ef","sd",90.0836271214964
"SIM_data_20200515_144221","trait.Ef.sd","sd",0.0805693596385285
"SIM_data_20200515_144221","regional.RA","sd",0.0160144464175222
"SIM_data_20200515_144232","n.sites","fixed_value",1350
"SIM_data_20200515_144232","n.timestep","fixed_value",50
"SIM_data_20200515_144232","alpha.fisher","fixed_value",1
"SIM_data_20200515_144232","nu.sim","fixed_value",0
"SIM_data_20200515_144232","JM","fixed_value",10232
"SIM_data_20200515_144232","W.r","fixed_value",0
"SIM_data_20200515_144232","area.m2","mean",1
"SIM_data_20200515_144232","JL","mean",7.57925925925926
"SIM_data_20200515_144232","Ef","mean",48.1874397192161
"SIM_data_20200515_144232","Ef.specificity","mean",0
"SIM_data_20200515_144232","IL","mean",6.57925925925926
"SIM_data_20200515_144232","m","mean",0.5
"SIM_data_20200515_144232","area.m2","sd",0
"SIM_data_20200515_144232","JL","sd",4.18254866236084
"SIM_data_20200515_144232","Ef","sd",21.2845772719765
"SIM_data_20200515_144232","Ef.specificity","sd",0
"SIM_data_20200515_144232","IL","sd",4.18254866236084
"SIM_data_20200515_144232","m","sd",0
"SIM_data_20200515_144232","trait.dispersal","mean",1
"SIM_data_20200515_144232","trait.Ef","mean",46.292124973393
"SIM_data_20200515_144232","trait.Ef.sd","mean",18.35425695703
"SIM_data_20200515_144232","regional.RA","mean",0.00980392156862745
"SIM_data_20200515_144232","trait.dispersal","sd",0
"SIM_data_20200515_144232","trait.Ef","sd",96.1416565088126
"SIM_data_20200515_144232","trait.Ef.sd","sd",0.085158447666855
"SIM_data_20200515_144232","regional.RA","sd",0.0160144464175222
"SIM_data_20200515_145158","n.sites","fixed_value",1350
"SIM_data_20200515_145158","n.timestep","fixed_value",50
"SIM_data_20200515_145158","alpha.fisher","fixed_value",1
"SIM_data_20200515_145158","nu.sim","fixed_value",0
"SIM_data_20200515_145158","JM","fixed_value",10232
"SIM_data_20200515_145158","W.r","fixed_value",0
"SIM_data_20200515_145158","area.m2","mean",1
"SIM_data_20200515_145158","JL","mean",7.57925925925926
"SIM_data_20200515_145158","Ef","mean",48.1874397192161
"SIM_data_20200515_145158","Ef.specificity","mean",0
"SIM_data_20200515_145158","IL","mean",6.57925925925926
"SIM_data_20200515_145158","m","mean",0.5
"SIM_data_20200515_145158","area.m2","sd",0
"SIM_data_20200515_145158","JL","sd",4.18254866236084
"SIM_data_20200515_145158","Ef","sd",21.2845772719765
"SIM_data_20200515_145158","Ef.specificity","sd",0
"SIM_data_20200515_145158","IL","sd",4.18254866236084
"SIM_data_20200515_145158","m","sd",0
"SIM_data_20200515_145158","trait.dispersal","mean",1
"SIM_data_20200515_145158","trait.Ef","mean",154.780381203427
"SIM_data_20200515_145158","trait.Ef.sd","mean",18.585855842839
"SIM_data_20200515_145158","regional.RA","mean",0.00980392156862745
"SIM_data_20200515_145158","trait.dispersal","sd",0
"SIM_data_20200515_145158","trait.Ef","sd",79.1142468947989
"SIM_data_20200515_145158","trait.Ef.sd","sd",0.0522277489630804
"SIM_data_20200515_145158","regional.RA","sd",0.0160144464175222
