"sim.ID","param.name","param.stat","param.stat.val"
"SIM_data_20200515_144455","n.sites","fixed_value",1350
"SIM_data_20200515_144455","n.timestep","fixed_value",50
"SIM_data_20200515_144455","alpha.fisher","fixed_value",1
"SIM_data_20200515_144455","nu.sim","fixed_value",0
"SIM_data_20200515_144455","JM","fixed_value",10232
"SIM_data_20200515_144455","W.r","fixed_value",0
"SIM_data_20200515_144455","area.m2","mean",1
"SIM_data_20200515_144455","JL","mean",7.57925925925926
"SIM_data_20200515_144455","Ef","mean",48.1874397192161
"SIM_data_20200515_144455","Ef.specificity","mean",0
"SIM_data_20200515_144455","IL","mean",6.57925925925926
"SIM_data_20200515_144455","m","mean",0.5
"SIM_data_20200515_144455","area.m2","sd",0
"SIM_data_20200515_144455","JL","sd",4.18254866236084
"SIM_data_20200515_144455","Ef","sd",21.2845772719765
"SIM_data_20200515_144455","Ef.specificity","sd",0
"SIM_data_20200515_144455","IL","sd",4.18254866236084
"SIM_data_20200515_144455","m","sd",0
"SIM_data_20200515_144455","trait.dispersal","mean",1
"SIM_data_20200515_144455","trait.Ef","mean",37.6587432093588
"SIM_data_20200515_144455","trait.Ef.sd","mean",14.311751165792
"SIM_data_20200515_144455","regional.RA","mean",0.00980392156862745
"SIM_data_20200515_144455","trait.dispersal","sd",0
"SIM_data_20200515_144455","trait.Ef","sd",68.2819517768068
"SIM_data_20200515_144455","trait.Ef.sd","sd",0.11478693271245
"SIM_data_20200515_144455","regional.RA","sd",0.0160144464175222
"SIM_data_20200515_144509","n.sites","fixed_value",1350
"SIM_data_20200515_144509","n.timestep","fixed_value",50
"SIM_data_20200515_144509","alpha.fisher","fixed_value",1
"SIM_data_20200515_144509","nu.sim","fixed_value",0
"SIM_data_20200515_144509","JM","fixed_value",10232
"SIM_data_20200515_144509","W.r","fixed_value",0
"SIM_data_20200515_144509","area.m2","mean",1
"SIM_data_20200515_144509","JL","mean",7.57925925925926
"SIM_data_20200515_144509","Ef","mean",48.1874397192161
"SIM_data_20200515_144509","Ef.specificity","mean",0
"SIM_data_20200515_144509","IL","mean",6.57925925925926
"SIM_data_20200515_144509","m","mean",0.5
"SIM_data_20200515_144509","area.m2","sd",0
"SIM_data_20200515_144509","JL","sd",4.18254866236084
"SIM_data_20200515_144509","Ef","sd",21.2845772719765
"SIM_data_20200515_144509","Ef.specificity","sd",0
"SIM_data_20200515_144509","IL","sd",4.18254866236084
"SIM_data_20200515_144509","m","sd",0
"SIM_data_20200515_144509","trait.dispersal","mean",1
"SIM_data_20200515_144509","trait.Ef","mean",19.4019016758381
"SIM_data_20200515_144509","trait.Ef.sd","mean",14.3062589756592
"SIM_data_20200515_144509","regional.RA","mean",0.00980392156862745
"SIM_data_20200515_144509","trait.dispersal","sd",0
"SIM_data_20200515_144509","trait.Ef","sd",56.277092564346
"SIM_data_20200515_144509","trait.Ef.sd","sd",0.113114593847111
"SIM_data_20200515_144509","regional.RA","sd",0.0160144464175222
"SIM_data_20200515_145434","n.sites","fixed_value",1350
"SIM_data_20200515_145434","n.timestep","fixed_value",50
"SIM_data_20200515_145434","alpha.fisher","fixed_value",1
"SIM_data_20200515_145434","nu.sim","fixed_value",0
"SIM_data_20200515_145434","JM","fixed_value",10232
"SIM_data_20200515_145434","W.r","fixed_value",0
"SIM_data_20200515_145434","area.m2","mean",1
"SIM_data_20200515_145434","JL","mean",7.57925925925926
"SIM_data_20200515_145434","Ef","mean",48.1874397192161
"SIM_data_20200515_145434","Ef.specificity","mean",0
"SIM_data_20200515_145434","IL","mean",6.57925925925926
"SIM_data_20200515_145434","m","mean",0.5
"SIM_data_20200515_145434","area.m2","sd",0
"SIM_data_20200515_145434","JL","sd",4.18254866236084
"SIM_data_20200515_145434","Ef","sd",21.2845772719765
"SIM_data_20200515_145434","Ef.specificity","sd",0
"SIM_data_20200515_145434","IL","sd",4.18254866236084
"SIM_data_20200515_145434","m","sd",0
"SIM_data_20200515_145434","trait.dispersal","mean",1
"SIM_data_20200515_145434","trait.Ef","mean",22.3276214300096
"SIM_data_20200515_145434","trait.Ef.sd","mean",13.800625690267
"SIM_data_20200515_145434","regional.RA","mean",0.00980392156862745
"SIM_data_20200515_145434","trait.dispersal","sd",0
"SIM_data_20200515_145434","trait.Ef","sd",56.968652142833
"SIM_data_20200515_145434","trait.Ef.sd","sd",0.102109572713725
"SIM_data_20200515_145434","regional.RA","sd",0.0160144464175222
